Dataset,ID,Python,Reference Java,Pre-trained Pred,Fine-tuned Pred,Pre-trained BLEU,Fine-tuned BLEU,Pre-trained Logic,Fine-tuned Logic
BigCodeNet,511,"#4から50000までの素数を見つけ出す
MAX=50001
SQRT=233

num=[True for i in range(MAX)]
def prime(num):
    num[0]=num[1]=False
    for i in range(4,MAX,2):
        num[i]=False
    for i in range(2,SQRT+1):
        if num[i]==True:
            for j in range(i*i,MAX,i):
                num[j]=False

prime(num)

prime_num=[i for i in range(MAX) if num[i]==True]
#print(len(num))
def count(num,n):
    #数える処理
    total=0
    #足していく
    for i in prime_num:
        if i>(n/2):
            break
        if num[n-i]==True:
            #print(i)
            total+=1
    return total
    

while True:
    n=int(input())
    if n==0:
        break
    print(count(num,n))

","import java.util.Scanner;

public class Main {
	public static void main(String[] arg) {
		boolean[] notPrime = new boolean[50001];
		notPrime[0] = true;
		notPrime[1] = true;
		final int limit = (int) Math.sqrt(50000);
		for (int i = 2; i <= limit; i++) {
			if (!notPrime[i]) {
				for (int j = i + i; j <= 50000; j = j + i) {
					notPrime[j] = true;
				}
			}
		}
		int primeCount = 1;
		for (int i = 3; i <= 50000; i += 2) {
			if (!notPrime[i]) {
				primeCount++;
			}
		}

		int[] primes = new int[primeCount];
		primes[0] = 2;
		int index = 1;
		for (int i = 3; i <= 50000; i += 2) {
			if (!notPrime[i]) {
				primes[index++] = i;
			}
		}
		int[] gbc = new int[50001];
		for (int i = 0; i < primes.length; i++) {
			for (int j = i; j < primes.length; j++) {
				int val = primes[i] + primes[j];
				if (val > 50000) {
					break;
				}
				gbc[val]++;
			}
		}

		Scanner in = new Scanner(System.in);
		while (in.hasNext()) {
			int n = in.nextInt();
			if (n != 0) {
				System.out.println(gbc[n]);
			}
		}

	}
}","print(len(num))
def count(num,n):print(len(num))
def count(num,n):print(len(num))
def count(num,n):print(len(num))
def count(num,n):print(len(prime_num))
def count(prime_num,n):print(len(prime_num),n):print(len(prime_num","import java.io.BufferedReader;
import java.io.IOException;
import java.io.InputStreamReader;
import java.io.PrintWriter;
import java.util.Arrays;
import java.util.InputMismatchException;
import java.util.NoSuchElementException;

public class Main {

	public static void main(String[] args) throws IOException {
		BufferedReader br = new BufferedReader(new InputStreamReader(System.in));
		String[] words = br.readLine().split("" "");
		for (int i = 0; i <",0.0,0.0328,0.0,0.5
BigCodeNet,512,"#4から50000までの素数を見つけ出す
MAX=50001
SQRT=233

num=[True for i in range(MAX)]
def prime(num):
    num[0]=num[1]=False
    for i in range(4,MAX,2):
        num[i]=False
    for i in range(2,SQRT+1):
        if num[i]==True:
            for j in range(i*i,MAX,i):
                num[j]=False

prime(num)

prime_num=[i for i in range(MAX) if num[i]==True]
#print(len(num))
def count(num,n):
    #数える処理
    total=0
    #足していく
    for i in prime_num:
        if i>(n/2):
            break
        if num[n-i]==True:
            #print(i)
            total+=1
    return total
    

while True:
    n=int(input())
    if n==0:
        break
    print(count(num,n))

","import java.io.BufferedReader;
import java.io.IOException;
import java.io.InputStreamReader;
import java.util.ArrayList;

public class Main {
	private static final Integer[] primeNumberArray = getPrimeNumberArray(110000);
	private static final int[] ansArray = getAnsArray(50000);

	public static void main(String[] args) throws IOException {
		try (BufferedReader input = new BufferedReader(new InputStreamReader(System.in))) {
			while (input.ready()) {
				final int dataset = Integer.valueOf(input.readLine());
				if (dataset == 0)
					break;
				System.out.println(ansArray[dataset]);
			}
		}
	}

	private static int[] getAnsArray(final int maxNumber) {
		int ansArray[] = new int[maxNumber + 1];
		int tmp = 0;
		for (int i = 0; i < primeNumberArray.length; i++) {
			for (int j = i; j < primeNumberArray.length / 2; j++) {
				tmp = primeNumberArray[i] + primeNumberArray[j];
				if (tmp > maxNumber) {
					break;
				}
				ansArray[tmp]++;
			}
		}
		return ansArray;
	}

	public static Integer[] getPrimeNumberArray(final int maxNumber) {
		ArrayList<Integer> primeNumberList = new ArrayList<>();
		primeNumberList.add(2);
		primeNumberList.add(3);
		primeNumberList.add(5);
		primeNumberList.add(7);

		final int[] oneDigitList = { 1, 3, 7, 9 };

		int tmp;
		int sqrtTmp;
		boolean addFlag;
		for (int i = 10; i <= maxNumber; i += 10) {
			for (int oneDigit : oneDigitList) {
				addFlag = true;
				tmp = i + oneDigit;
				sqrtTmp = (int) Math.sqrt(tmp);
				for (int primeNumber : primeNumberList) {
					if (tmp % primeNumber == 0) {
						addFlag = false;
						break;
					}
					if (sqrtTmp < primeNumber) {
						break;
					}
				}
				if (addFlag) {
					primeNumberList.add(tmp);
				}
			}
		}
		return primeNumberList.toArray(new Integer[0]);
	}
}","print(len(num))
def count(num,n):print(len(num))
def count(num,n):print(len(num))
def count(num,n):print(len(num))
def count(num,n):print(len(prime_num))
def count(prime_num,n):print(len(prime_num),n):print(len(prime_num","import java.io.BufferedReader;
import java.io.IOException;
import java.io.InputStreamReader;
import java.io.PrintWriter;
import java.util.Arrays;
import java.util.InputMismatchException;
import java.util.NoSuchElementException;

public class Main {

	public static void main(String[] args) throws IOException {
		BufferedReader br = new BufferedReader(new InputStreamReader(System.in));
		String[] words = br.readLine().split("" "");
		for (int i = 0; i <",0.0,0.0301,0.0,0.5
BigCodeNet,513,"#4から50000までの素数を見つけ出す
MAX=50001
SQRT=233

num=[True for i in range(MAX)]
def prime(num):
    num[0]=num[1]=False
    for i in range(4,MAX,2):
        num[i]=False
    for i in range(2,SQRT+1):
        if num[i]==True:
            for j in range(i*i,MAX,i):
                num[j]=False

prime(num)

prime_num=[i for i in range(MAX) if num[i]==True]
#print(len(num))
def count(num,n):
    #数える処理
    total=0
    #足していく
    for i in prime_num:
        if i>(n/2):
            break
        if num[n-i]==True:
            #print(i)
            total+=1
    return total
    

while True:
    n=int(input())
    if n==0:
        break
    print(count(num,n))

","import java.io.*;
import java.util.*;

class Main{
    public static void main(String[] args){
	BufferedReader sc=new BufferedReader(new InputStreamReader(System.in));
	try{
	    boolean[] prime = new boolean[50000];
	    Arrays.fill(prime, true);
	    prime[1]=prime[0]=false;
	    for(int i=2; i<Math.sqrt(50000); i++)
		if(prime[i]){
		    for(int j=i*i; j<50000; j+=i)
			prime[j]=false;
		}
	    ArrayList<Integer> pr = new ArrayList<Integer>();	    
	    for(int i=2; i<50000; i++)
		if(prime[i])
		    pr.add(i);
	    
	    int[] nx = new int[50001];
	    for(int i=0; i<pr.size(); i++)
		for(int j=i; j<pr.size() && pr.get(i)+pr.get(j)<=50000; j++)
		    nx[pr.get(i)+pr.get(j)]++;
	    
	    int n;
	    while((n = Integer.valueOf(sc.readLine()))!=0)
		System.out.println(nx[n]);
	}catch (Exception e){
	    System.out.println(""Error"");
	}
    }
}","print(len(num))
def count(num,n):print(len(num))
def count(num,n):print(len(num))
def count(num,n):print(len(num))
def count(num,n):print(len(prime_num))
def count(prime_num,n):print(len(prime_num),n):print(len(prime_num","import java.io.BufferedReader;
import java.io.IOException;
import java.io.InputStreamReader;
import java.io.PrintWriter;
import java.util.Arrays;
import java.util.InputMismatchException;
import java.util.NoSuchElementException;

public class Main {

	public static void main(String[] args) throws IOException {
		BufferedReader br = new BufferedReader(new InputStreamReader(System.in));
		String[] words = br.readLine().split("" "");
		for (int i = 0; i <",0.0,0.0649,0.0,0.5
BigCodeNet,514,"while True :
    try :
        n = int(input())
    except EOFError :
        break
    
    m = n*(n+1)//2 + 1
    print(m)
","import java.util.*;

class Main {
    public static void main(String[] args) {
	Scanner s = new Scanner(System.in);
	int[] d = new int[10001];
	d[0]=1;
	d[1]=2;
	for(int i=2 ; i<10001 ; i++)
	    d[i] = d[i-1]+i;
	while(s.hasNext())
	    System.out.println(d[s.nextInt()]);
    }
}",print(m),"import java.util.Scanner;

public class Main {
	public static void main(String[] args) {
		Scanner sc = new Scanner(System.in);
		while (true) {
			int n = sc.nextInt();
			if (n == 0) break;
			System.out.println(n);
			}
			System.out.println(n);
	}
}",0.0,0.311,0.0,1.0
BigCodeNet,515,"while True :
    try :
        n = int(input())
    except EOFError :
        break
    
    m = n*(n+1)//2 + 1
    print(m)
","import java.util.Scanner;

public class Main {
    static int man[];
    static int ans;

    /**
     * @param args
     */
    public static void main(String[] args) throws java.io.IOException {
        // TODO 自動生成されたメソッド・スタブ
        Scanner sc = new Scanner(System.in);
        while (sc.hasNext()) {
            int n = sc.nextInt();
            System.out.println((n * n + n + 2) / 2);
        }
    }
}",print(m),"import java.util.Scanner;

public class Main {
	public static void main(String[] args) {
		Scanner sc = new Scanner(System.in);
		while (true) {
			int n = sc.nextInt();
			if (n == 0) break;
			System.out.println(n);
			}
			System.out.println(n);
	}
}",0.0,0.4578,0.0,1.0
BigCodeNet,516,"while True :
    try :
        n = int(input())
    except EOFError :
        break
    
    m = n*(n+1)//2 + 1
    print(m)
","

import java.io.BufferedReader;
import java.io.IOException;
import java.io.InputStreamReader;
 

 class Main{
             
     
    static boolean[] notPrime=new boolean[51000];
    static int[] primes=new int[50000];
    static int primeNum=0;
    
    static void setP(){notPrime[0]=true;notPrime[1]=true;
        int count=0;
        for(int i=2;i<51000;i++){
            if(!notPrime[i]){primes[count]=i;count++;}
            for(int j=2;j*i<5100;j++){
                notPrime[i*j]=true;
            }
        }primeNum=count;
    }
    static boolean isPrime(int n){
        return !notPrime[n];
    }
     
     public static void main(String args[]){
         BufferedReader br = new BufferedReader(new InputStreamReader(System.in));
         
         try{
             String line;
             setP();
             while((line=br.readLine())!= null){if(line.isEmpty())break;
                String[] spl=line.split("" "");
                int a=Integer.parseInt(spl[0]);
                if(a==0)break;
                // System.out.println(a);
                int cnt=2;
                for(int i=2;i<=a;i++){
                    cnt+=1;
                    cnt+=i-1;
                }
                 System.out.println(cnt);
                
             }br.close();
             
         }catch(Exception e){e.printStackTrace();}         
     }
   
 }",print(m),"import java.util.Scanner;

public class Main {
	public static void main(String[] args) {
		Scanner sc = new Scanner(System.in);
		while (true) {
			int n = sc.nextInt();
			if (n == 0) break;
			System.out.println(n);
			}
			System.out.println(n);
	}
}",0.0,0.0163,0.0,1.0
BigCodeNet,517,"while 1:
    try:
        n = int(input())
    except:break
    ans = (0.5 * n * n) + (0.5 * n) + 1        
    print(round(ans))
","import java.util.*;

class Main {
    public static void main(String[] args) {
	Scanner s = new Scanner(System.in);
	int[] d = new int[10001];
	d[0]=1;
	d[1]=2;
	for(int i=2 ; i<10001 ; i++)
	    d[i] = d[i-1]+i;
	while(s.hasNext())
	    System.out.println(d[s.nextInt()]);
    }
}",print(ans)),"import java.util.Scanner;

public class Main {
	public static void main(String[] args) {
		Scanner sc = new Scanner(System.in);
		while(true){
			int n = sc.nextInt();
			if(n == 0) break;
			int ans = 0;
			for(int i = 0; i < n; i++) {
				ans += 1;
			}
			System.out.println(ans);
			}
	}
}",0.0,0.4205,0.0,1.0
BigCodeNet,518,"while 1:
    try:
        n = int(input())
    except:break
    ans = (0.5 * n * n) + (0.5 * n) + 1        
    print(round(ans))
","import java.util.Scanner;

public class Main {
    static int man[];
    static int ans;

    /**
     * @param args
     */
    public static void main(String[] args) throws java.io.IOException {
        // TODO 自動生成されたメソッド・スタブ
        Scanner sc = new Scanner(System.in);
        while (sc.hasNext()) {
            int n = sc.nextInt();
            System.out.println((n * n + n + 2) / 2);
        }
    }
}",print(ans)),"import java.util.Scanner;

public class Main {
	public static void main(String[] args) {
		Scanner sc = new Scanner(System.in);
		while(true){
			int n = sc.nextInt();
			if(n == 0) break;
			int ans = 0;
			for(int i = 0; i < n; i++) {
				ans += 1;
			}
			System.out.println(ans);
			}
	}
}",0.0,0.4832,0.0,1.0
BigCodeNet,519,"while 1:
    try:
        n = int(input())
    except:break
    ans = (0.5 * n * n) + (0.5 * n) + 1        
    print(round(ans))
","

import java.io.BufferedReader;
import java.io.IOException;
import java.io.InputStreamReader;
 

 class Main{
             
     
    static boolean[] notPrime=new boolean[51000];
    static int[] primes=new int[50000];
    static int primeNum=0;
    
    static void setP(){notPrime[0]=true;notPrime[1]=true;
        int count=0;
        for(int i=2;i<51000;i++){
            if(!notPrime[i]){primes[count]=i;count++;}
            for(int j=2;j*i<5100;j++){
                notPrime[i*j]=true;
            }
        }primeNum=count;
    }
    static boolean isPrime(int n){
        return !notPrime[n];
    }
     
     public static void main(String args[]){
         BufferedReader br = new BufferedReader(new InputStreamReader(System.in));
         
         try{
             String line;
             setP();
             while((line=br.readLine())!= null){if(line.isEmpty())break;
                String[] spl=line.split("" "");
                int a=Integer.parseInt(spl[0]);
                if(a==0)break;
                // System.out.println(a);
                int cnt=2;
                for(int i=2;i<=a;i++){
                    cnt+=1;
                    cnt+=i-1;
                }
                 System.out.println(cnt);
                
             }br.close();
             
         }catch(Exception e){e.printStackTrace();}         
     }
   
 }",print(ans)),"import java.util.Scanner;

public class Main {
	public static void main(String[] args) {
		Scanner sc = new Scanner(System.in);
		while(true){
			int n = sc.nextInt();
			if(n == 0) break;
			int ans = 0;
			for(int i = 0; i < n; i++) {
				ans += 1;
			}
			System.out.println(ans);
			}
	}
}",0.0,0.0401,0.0,1.0
BigCodeNet,520,"import sys

for line in sys.stdin:
  try:
    n = int(line)
    print((n**2 + n + 2) // 2)
  except:
    break

","import java.util.*;

class Main {
    public static void main(String[] args) {
	Scanner s = new Scanner(System.in);
	int[] d = new int[10001];
	d[0]=1;
	d[1]=2;
	for(int i=2 ; i<10001 ; i++)
	    d[i] = d[i-1]+i;
	while(s.hasNext())
	    System.out.println(d[s.nextInt()]);
    }
}",print,"import java.util.Scanner;

public class Main {
	public static void main(String[] args) {
		Scanner sc = new Scanner(System.in);
		while(true){
			int n = sc.nextInt();
			if(n == 0) break;
			System.out.println(n);
			}
			System.out.println(n);
	}
}",0.0,0.311,0.0,1.0
BigCodeNet,521,"import sys

for line in sys.stdin:
  try:
    n = int(line)
    print((n**2 + n + 2) // 2)
  except:
    break

","import java.util.Scanner;

public class Main {
    static int man[];
    static int ans;

    /**
     * @param args
     */
    public static void main(String[] args) throws java.io.IOException {
        // TODO 自動生成されたメソッド・スタブ
        Scanner sc = new Scanner(System.in);
        while (sc.hasNext()) {
            int n = sc.nextInt();
            System.out.println((n * n + n + 2) / 2);
        }
    }
}",print,"import java.util.Scanner;

public class Main {
	public static void main(String[] args) {
		Scanner sc = new Scanner(System.in);
		while(true){
			int n = sc.nextInt();
			if(n == 0) break;
			System.out.println(n);
			}
			System.out.println(n);
	}
}",0.0,0.4578,0.0,1.0
BigCodeNet,522,"import sys

for line in sys.stdin:
  try:
    n = int(line)
    print((n**2 + n + 2) // 2)
  except:
    break

","

import java.io.BufferedReader;
import java.io.IOException;
import java.io.InputStreamReader;
 

 class Main{
             
     
    static boolean[] notPrime=new boolean[51000];
    static int[] primes=new int[50000];
    static int primeNum=0;
    
    static void setP(){notPrime[0]=true;notPrime[1]=true;
        int count=0;
        for(int i=2;i<51000;i++){
            if(!notPrime[i]){primes[count]=i;count++;}
            for(int j=2;j*i<5100;j++){
                notPrime[i*j]=true;
            }
        }primeNum=count;
    }
    static boolean isPrime(int n){
        return !notPrime[n];
    }
     
     public static void main(String args[]){
         BufferedReader br = new BufferedReader(new InputStreamReader(System.in));
         
         try{
             String line;
             setP();
             while((line=br.readLine())!= null){if(line.isEmpty())break;
                String[] spl=line.split("" "");
                int a=Integer.parseInt(spl[0]);
                if(a==0)break;
                // System.out.println(a);
                int cnt=2;
                for(int i=2;i<=a;i++){
                    cnt+=1;
                    cnt+=i-1;
                }
                 System.out.println(cnt);
                
             }br.close();
             
         }catch(Exception e){e.printStackTrace();}         
     }
   
 }",print,"import java.util.Scanner;

public class Main {
	public static void main(String[] args) {
		Scanner sc = new Scanner(System.in);
		while(true){
			int n = sc.nextInt();
			if(n == 0) break;
			System.out.println(n);
			}
			System.out.println(n);
	}
}",0.0,0.0163,0.0,1.0
